cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address,applied_filters
6394142,3016140065,36047027900,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,,370350,SELDON GROUP LLC,8,1931,1,751 Greene Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6413840,3011520025,36047020500,North Crown Heights/Prospect Heights,City Council District 35,Crown Heights/Prospect Heights,Brooklyn,New York City,,,942750,BEC CONTINUUM HOUSING DEVELOPMENT FUND C OMPANY INC,8,1931,1,262 St Marks Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6298102,1019680029,36061021303,Morningside Heights/Hamilton Heights,City Council District 9,Morningside Heights/Hamilton,Manhattan,New York City,,1,672750,21-25 CONVENT AVE. REALTY,24,1920,1,21 Convent Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6292169,1022150623,36061030900,Washington Heights/Inwood,City Council District 10,Riverdale/Fieldston,Manhattan,New York City,,,9424350,NYC HOUSING AUTHORITY,307,1950,2,5365 Broadway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6306734,2039320023,36005022200,Soundview/Parkchester,City Council District 18,Parkchester/Soundview,Bronx,New York City,,,527400,UNAVAILABLE OWNER,8,2005,1,2037b Westchester Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6469825,3035320030,36047090000,Brownsville/Ocean Hill,City Council District 41,Brownsville,Brooklyn,New York City,,,752850,NYC HOUSING AUTHORITY,32,1925,1,104 Tapscott Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6324395,2027260066,36005012701,Mott Haven/Hunts Point,City Council District 17,Hunts Point/Longwood,Bronx,New York City,,1,915750,1027 WESTCHESTER AVENUE LLC,33,1906,1,1039 Simpson Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6285751,2026620023,36005013500,Morrisania/Belmont,City Council District 17,Morrisania/Crotona,Bronx,New York City,,,804150,MCKINLEY SQUARE L.P.,21,1906,1,1181 Tinton Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6538026,3010357502,36047014100,Park Slope/Carroll Gardens,City Council District 39,Park Slope/Carroll Gardens,Brooklyn,New York City,,,1397704,UNAVAILABLE OWNER,15,2008,1,515 5 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
5909375,4004700001,36081002500,Astoria,City Council District 26,Astoria,Queens,New York City,1,,8670600,NYC HOUSING AUTHORITY,525,1939,15,40-01 Vernon Boulevard,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6490415,2059037501,36005030701,Riverdale/Kingsbridge,City Council District 11,Riverdale/Fieldston,Bronx,New York City,,,5392340,UNAVAILABLE OWNER,65,2006,1,640 West 237 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6303224,1020480046,36061022102,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,288450,ICER OF 606 ST NICHOLAS LLC,5,1910,1,606 St Nicholas Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6614928,3088157501,36047062200,Sheepshead Bay/Gravesend,City Council District 48,Sheepshead Bay,Brooklyn,New York City,,,4330698,UNAVAILABLE OWNER,75,2005,18,3144 Emmons Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6259527,1007340037,36061011100,Chelsea/Clinton/Midtown,City Council District 3,Clinton/Chelsea,Manhattan,New York City,,,22469850,"EQR-HUDSON CROSSING A, L. L. C.",259,2002,1,400 West 37 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6292649,1017290026,36061020800,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,381150,JFKYYZ HARLEM LP,10,1900,1,21 West 131 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6553698,3032227501,36047044500,Bushwick,City Council District 34,Bushwick,Brooklyn,New York City,,,1115102,UNAVAILABLE OWNER,9,2005,1,93 Wyckoff Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6527517,3019257501,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,Bedford Stuyvesant,Brooklyn,New York City,,,6554708,UNAVAILABLE OWNER,103,1930,1,970 Kent Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6694054,3069790200,36047033000,Coney Island,City Council District 47,Coney Island,Brooklyn,New York City,1,,10662750,"HP BAY PARK II PRESERVATION HOUSING COMP ANY, INC",338,1975,1,3385 Neptune Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6663264,4001510054,36081023500,Sunnyside/Woodside,City Council District 26,Woodside/Sunnyside,Queens,New York City,,,734400,KRAVARA REALTY LLC,35,1932,1,45-50 48 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6310717,2026360026,36005007500,Mott Haven/Hunts Point,City Council District 17,Mott Haven/Melrose,Bronx,New York City,,,184950,CAULDWELL AVENUE ASS,30,1916,1,771 Jackson Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6284944,2029330029,36005014900,Morrisania/Belmont,City Council District 16,Morrisania/Crotona,Bronx,New York City,,1,768600,1372 FRANKLIN AVE HSG,48,1931,1,1372 Franklin Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6276817,2025360026,36005020100,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,1,256500,HIGHBRIDGE COM HSNGETC,27,1917,1,1435 Ogden Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6402250,3050390039,36047080200,South Crown Heights,City Council District 40,South Crown Heights/Lefferts Gardens,Brooklyn,New York City,,,473400,EMPIRE HOLDINGS LP,7,1931,1,1152 Nostrand Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6301589,1020100054,36061023000,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,1,1414350,SHERMAN 25 LLC,61,1921,1,148 West 142 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6322172,2047220012,36005038600,Williamsbridge/Baychester,City Council District 12,Williamsbridge/Baychester,Bronx,New York City,,1,7980300,EASTCHESTER HEIGHTS PROPERTY OWNER LLC,326,1935,19,3437 Eastchester Road,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
5916695,4006340007,36081005500,Astoria,City Council District 26,Astoria,Queens,New York City,,1,577350,PNL RE HOLDINGS LLC,27,1914,1,36-63 37 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6251443,1003440149,36061002201,Lower East Side/Chinatown,City Council District 1,Lower East Side/Chinatown,Manhattan,New York City,,,1378800,ASIAN AMERICAN HOUSING DEVELOPMENT FUND  COMPANY,5,1910,1,173 Stanton Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6554171,3032340018,36047042300,Bushwick,City Council District 37,Bushwick,Brooklyn,New York City,,,356400,CAMILLLO ASARO,6,1931,2,696 Hart Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6175949,4097150136,36081022002,Hillcrest/Fresh Meadows,City Council District 24,Hillcrest/Fresh Meadows,Queens,New York City,,,419850,"PEACHY ENTERPRISE, LLC",8,2006,1,139-70 Pershing Crescent,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6262788,1012310039,36061017100,Upper West Side,City Council District 6,Upper West Side,Manhattan,New York City,,,366300,"TWO HUNDRED SIX ASSOCIATES, L.P.",18,1900,1,206 West 84 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6368179,3019140035,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,Bedford Stuyvesant,Brooklyn,New York City,,,1103400,97 PROSPECT LLC,18,2005,1,902 Bedford Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6749084,4049570024,36081088901,Flushing/Whitestone,City Council District 20,Flushing/Whitestone,Queens,New York City,,,1694700,NYC HOUSING AUTHORITY,83,1974,1,139-10 34 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6287790,1020510011,36061022700,Morningside Heights/Hamilton Heights,City Council District 9,Morningside Heights/Hamilton,Manhattan,New York City,,,412200,ICER OF 133 EDGECOMBE LLC,10,1910,1,133 Edgecombe Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6321346,2033190083,36005040701,Riverdale/Kingsbridge,City Council District 14,Kingsbridge Heights/Bedford,Bronx,New York City,,1,1675800,M 18 EAST 199 STREET,68,1927,1,18 East 199 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6278101,1016290066,36061016600,East Harlem,City Council District 8,East Harlem,Manhattan,New York City,,,858150,LOS HIJOS DEL BARRIO HDFC,8,1920,1,112 East 102 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6287081,1018220057,36061021600,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,609750,"140 WEST 113TH OWNER, LLC",11,1900,1,140 West 113 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6415220,3022517503,36047050700,Bedford Stuyvesant,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,1182602,UNAVAILABLE OWNER,17,2006,1,41 Throop Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6478184,3039500039,36047117000,East New York/Starrett City,City Council District 37,East New York/Starrett City,Brooklyn,New York City,,1,218250,CYPRESS WEST HOUSING DEVELOPMENT FUND CO RPORATION,5,1921,1,188 Jerome Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6499285,3015050073,36047037700,Bedford Stuyvesant,City Council District 41,Bedford Stuyvesant,Brooklyn,New York City,,,173250,BAINBRIDGE MANAGEMENT,16,1906,1,425 Bainbridge Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6271359,1017690005,36061019600,East Harlem,City Council District 9,East Harlem,Manhattan,New York City,,,9178650,NYC HOUSING AUTHORITY,200,1986,1,1980 Lexington Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6503441,3015850001,36047028300,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,,5834250,NYC HOUSING AUTHORITY,234,1951,1,95 Marcus Garvey Blvd,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6277641,1021420089,36061025300,Washington Heights/Inwood,City Council District 10,Washington Heights/Inwood,Manhattan,New York City,,1,1926900,280 FORT WASHINGTON AVENUE CORP,37,1915,1,280 Ft Washington Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6306915,1021370086,36061024500,Washington Heights/Inwood,City Council District 7,Washington Heights/Inwood,Manhattan,New York City,,1,985050,SHERMAN25 LLC,54,1930,1,610 West 163 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6297381,1020770037,36061022900,Morningside Heights/Hamilton Heights,City Council District 7,Morningside Heights/Hamilton,Manhattan,New York City,,1,419400,406 MANHATTAN LLC,18,1910,1,506 West 146 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6383711,2039640025,36005020601,Soundview/Parkchester,City Council District 18,Throgs Neck/Co-op City,Bronx,New York City,,,446400,BALLAGH PROPERTIES LLC,7,2003,1,1439 Doris Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6311011,2029850031,36005035900,Morrisania/Belmont,City Council District 17,Belmont/East Tremont,Bronx,New York City,1,1,821700,DIVERSITY WORKS HOUS,42,2005,1,1932 Crotona Parkway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6640041,4009450026,36081031700,Astoria,City Council District 22,Astoria,Queens,New York City,,,391950,"THEOFILAKTIDIS, THEODOROS",6,2005,1,19-54 77 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6388089,2041750001,36005026602,Throgs Neck/Co-op City,City Council District 13,Throgs Neck/Co-op City,Bronx,New York City,,1,300150,MH RLTY LLC,18,1926,1,3026 Buhre Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6532020,3057550001,36047019000,Bensonhurst,City Council District 38,Bensonhurst,Brooklyn,New York City,,,517050,"1401 66TH STREET,LLC",12,1931,1,6519 14 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6396941,3016580093,36047038300,Bedford Stuyvesant,City Council District 41,Bedford Stuyvesant,Brooklyn,New York City,,1,472950,719 HANCOCK STREET HD,8,1910,1,719 Hancock Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6431027,3001807502,36047003900,Brooklyn Heights/Fort Greene,City Council District 33,Fort Greene/Brooklyn Heights,Brooklyn,New York City,,,7609070,BOERUM HEIGHTS CONDOMINIUM,71,2006,1,556 State Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6385058,3014330043,36047030300,Brownsville/Ocean Hill,City Council District 41,Brownsville,Brooklyn,New York City,,1,329850,NY PACIFIC STREET HOUSING DEVELOPMENT FU ND CORPORA,16,1910,1,2185 Pacific Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6292756,2022750035,36005004300,Mott Haven/Hunts Point,City Council District 8,Mott Haven/Melrose,Bronx,New York City,,,254250,"535 EAST 148, LLC",17,1918,1,535 East 148 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6294542,1020540014,36061023501,Morningside Heights/Hamilton Heights,City Council District 9,Morningside Heights/Hamilton,Manhattan,New York City,,1,328950,NEIGHBORHOOD PARTNERSHIP HOUSING DEVELOP MENT FUND,16,1906,1,365 Edgecombe Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6302928,2022800062,36005002500,Mott Haven/Hunts Point,City Council District 8,Mott Haven/Melrose,Bronx,New York City,,,423000,URBAN RENAISSANCE COLLABORATION LTD,10,1931,1,437 East 135 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6511140,3051710083,36047082600,East Flatbush,City Council District 45,East Flatbush,Brooklyn,New York City,,1,319500,1041 PROPERTIES LLC,12,1910,2,1041 Rogers Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6720791,3061717501,36047026000,Bensonhurst,City Council District 43,Bensonhurst,Brooklyn,New York City,,,422780,UNAVAILABLE OWNER,5,2006,1,1765 71 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6282156,1017270021,36061020800,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,182700,WEST 128TH STREET L.P.,35,1910,1,27 West 129 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6373853,3011420002,36047030500,North Crown Heights/Prospect Heights,City Council District 35,Crown Heights/Prospect Heights,Brooklyn,New York City,,,842400,515 ST MARKS LLC,6,1931,1,663 Classon Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6257483,1006120007,36061007300,Greenwich Village/Financial District,City Council District 3,Greenwich Village/Soho,Manhattan,New York City,,,1384650,48 PERRY ASSOCIATES,17,1885,1,48 Perry Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6316931,2025110013,36005018900,Highbridge/South Concourse,City Council District 8,Highbridge/Concourse,Bronx,New York City,,1,1334700,ODGEN AVENUE ASSOCIATES L.P.,120,2001,1,900 Ogden Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6382980,3013800074,36047035700,North Crown Heights/Prospect Heights,City Council District 36,Crown Heights/Prospect Heights,Brooklyn,New York City,,1,527400,ST JOHNS PLACE HOUSING DEVELOPMENT FUND  CO INC,20,1914,2,1515 St Johns Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6670692,4005680007,36081007500,Astoria,City Council District 22,Astoria,Queens,New York City,,,864000,2335 LLC,6,2006,2,23-35 31 Drive,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6441949,3019380001,36047023300,Bedford Stuyvesant,City Council District 35,Bedford Stuyvesant,Brooklyn,New York City,,,18064800,NYC HOUSING AUTHORITY,882,1965,7,345 Classon Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6633888,4007950062,36081011900,Astoria,City Council District 22,Astoria,Queens,New York City,,,563850,"PETRA OWNERS, LLC",5,2004,1,40-11 23 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6272530,1018630043,36061019300,Morningside Heights/Hamilton Heights,City Council District 7,Upper West Side,Manhattan,New York City,,,654300,"PARKWAY HOUSING DEVELOPMENT FUND COMPANY , INC.",15,1900,2,114 West 109 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6555015,3032570043,36047043100,Bushwick,City Council District 37,Bushwick,Brooklyn,New York City,,,391950,RIDGEWOOD BUSHWICK HOMESTEADING ASSISTAN CE HOUSING,6,1931,1,181 Stanhope Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6400604,3017430017,36047025700,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,,292950,"BERGEN STREET PROPERTIES, LLC",8,1931,1,110 Martin L King Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6317348,2025190001,36005021100,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,1,2039850,"SENIOR LIVING OPTIONS, INC.",115,2002,1,1314 Nelson Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6442133,3037920036,36047115800,Brownsville/Ocean Hill,City Council District 42,East New York/Starrett City,Brooklyn,New York City,,,195615,"SCALES, ROXANNE OSBORNE",6,1930,1,448 Bradford Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6269514,1016240015,36061015802,East Harlem,City Council District 5,East Harlem,Manhattan,New York City,,,15128100,1500 LEXINGTON ASSOCIATES,211,2002,1,1490 Lexington Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6316203,2031460005,36005038301,University Heights/Fordham,City Council District 15,Fordham/University Heights,Bronx,New York City,,,759600,VALENTINE AVE ESTATES LLC,27,1916,1,2310 Valentine Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6592252,3022627508,36047053700,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,1,1,2017797,UNAVAILABLE OWNER,27,2006,2,405 Flushing Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6299544,2027060046,36005013100,Mott Haven/Hunts Point,City Council District 17,Hunts Point/Longwood,Bronx,New York City,,1,1320750,"INTERVALE AVENUE IIASSOICATES, L.P.",81,2000,1,1150 Intervale Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6410923,3054407503,36047047600,Borough Park,City Council District 44,Borough Park,Brooklyn,New York City,,,355981,UNAVAILABLE OWNER,6,2005,1,33 Lawrence Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6444256,3020440004,36047018501,Brooklyn Heights/Fort Greene,City Council District 35,Fort Greene/Brooklyn Heights,Brooklyn,New York City,,1,646200,129 CARLTON REALTY CORP,11,1900,1,131 Carlton Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6424930,3027907503,36047049500,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,1022401,UNAVAILABLE OWNER,8,2007,1,227 Maujer Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6287925,1019480047,36061025700,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,825300,ANGELOU ASSOCIATES LP,10,1900,1,516 Manhattan Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6345394,2044470120,36005032400,Pelham Parkway,City Council District 13,Morris Park/Bronxdale,Bronx,New York City,,1,304200,2546 COLDEN LLC,6,2003,1,2546 Colden Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6168716,4159550003,36081097203,Rockaways,City Council District 31,Rockaway/Broad Channel,Queens,New York City,,,9477000,NYC HOUSING AUTHORITY,359,1976,3,438 Beach Channel Drive,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6600801,3028330016,36047047700,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,994950,G.B. KINGSLAND GROUP LLC,8,2008,1,97 Kingsland Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6457058,3028277502,36047047700,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,767702,UNAVAILABLE OWNER,8,2006,1,37 North Henry Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6309000,2025350026,36005020100,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,1,411750,163 WEST 170TH STREET HOUSING DEVELPMENT  FUND CORP.,32,1916,1,163 West 170 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6588108,3019667503,36047023100,Brooklyn Heights/Fort Greene,City Council District 35,Fort Greene/Brooklyn Heights,Brooklyn,New York City,,,1354048,242 GREENE AVENUE CONDOMINIUM,13,1930,1,242 Greene Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6347033,2032130024,36005026300,Kingsbridge Heights/Mosholu,City Council District 14,Kingsbridge Heights/Bedford,Bronx,New York City,,1,734400,84 W 188 REALTY LLC,37,1921,1,84 West 188 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6436159,3034360047,36047040900,Bushwick,City Council District 37,Bushwick,Brooklyn,New York City,,1,369900,CTK DEVELOPMENT CORP,6,1907,1,225 Cooper Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6425593,3014850020,36047037500,Bedford Stuyvesant,City Council District 41,Bedford Stuyvesant,Brooklyn,New York City,,,394650,BED-STUY HEIGHTS LLC,6,1905,1,994 Putnam Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6336384,2029807501,36005012300,Morrisania/Belmont,City Council District 17,Morrisania/Crotona,Bronx,New York City,,,506430,UNAVAILABLE OWNER,12,2005,1,1308 Southern Boulevard,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6593691,3070710019,36047035200,Coney Island,City Council District 47,Coney Island,Brooklyn,New York City,,,937800,3040 WEST 22 PROPERTIES LLC,40,2005,1,3040 West 22 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6420085,3025637502,36047056500,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,606604,UNAVAILABLE OWNER,10,2009,1,112 Greenpoint Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6472886,3036750004,36047090800,Brownsville/Ocean Hill,City Council District 37,Brownsville,Brooklyn,New York City,1,1,376200,PARK MONROE HOUSING DEVELOPMENT FUND COR PORATION,8,1921,1,257 Mother Gaston Blvd,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6435735,3017820055,36047028100,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,1,,1738800,CLOVER HALL LP   C/O,72,2000,1,333 Kosciuszko Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6246824,1002590001,36061000202,Lower East Side/Chinatown,City Council District 1,Lower East Side/Chinatown,Manhattan,New York City,,1,3643650,GOUVENEUR GARDENS HSG. CORP.,124,1964,1,604 Water Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6539387,3010487502,36047014100,Park Slope/Carroll Gardens,City Council District 39,Sunset Park,Brooklyn,New York City,,,755548,UNAVAILABLE OWNER,6,2005,1,245 16 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6270802,1012310040,36061017100,Upper West Side,City Council District 6,Upper West Side,Manhattan,New York City,,,651600,WEST EIGHTIES ASSOCIATES LP,20,1900,1,208 West 84 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6283656,2028730021,36005021302,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,1,712350,1422 NELSON LLC,72,1928,1,1422 Nelson Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6320291,2029270033,36005016900,Morrisania/Belmont,City Council District 16,Morrisania/Crotona,Bronx,New York City,,,385650,CROTONA PARK WEST HSNG,18,1928,1,545 St Pauls Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6693095,4013447501,36081024700,Sunnyside/Woodside,City Council District 26,Woodside/Sunnyside,Queens,New York City,,,298800,UNAVAILABLE OWNER,8,2005,1,42-05 66 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6343815,2031430171,36005038302,University Heights/Fordham,City Council District 15,Fordham/University Heights,Bronx,New York City,,1,324450,2247 WEBSTER AVENUEHOUSING DEVELOPMENT F UND CO.,21,1913,1,2247 Webster Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
5914526,4005497501,36081007900,Astoria,City Council District 22,Astoria,Queens,New York City,,,2522246,UNAVAILABLE OWNER,27,2006,1,21-24 30 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6283287,1016290011,36061016600,East Harlem,City Council District 8,East Harlem,Manhattan,New York City,,,810900,"127 EAST 101, LLC",20,1910,1,127 East 101 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6324004,2030310021,36005038302,University Heights/Fordham,City Council District 15,Belmont/East Tremont,Bronx,New York City,,,1457100,JACOBS PLACE HOUSING DEVELOPMENT FUND CO RPORATION,63,2005,1,2348 Webster Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6501311,3003307502,36047005100,Park Slope/Carroll Gardens,City Council District 39,Park Slope/Carroll Gardens,Brooklyn,New York City,,,1116449,UNAVAILABLE OWNER,6,2007,1,140 Degraw Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6500386,3015210054,36047037100,Brownsville/Ocean Hill,City Council District 41,Brownsville,Brooklyn,New York City,,,386100,MACHULL REDEVELOPMENT ASSOCIATES L.P.,6,1907,1,321 Sumpter Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6252950,1008800006,36061006800,Stuyvesant Town/Turtle Bay,City Council District 2,Midtown,Manhattan,New York City,,,2233800,PARK AVE GROUP EQUITIES LLC,43,1939,1,105 East 24 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6445072,3071370001,36047038200,Coney Island,City Council District 47,Coney Island,Brooklyn,New York City,1,,13842900,NYC HOUSING AUTHORITY,693,1956,11,30 Avenue V,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6635491,4008090055,36081012301,Astoria,City Council District 22,Astoria,Queens,New York City,,,625950,"M 20-56 STEINWAY,",5,2007,1,20-56 Steinway Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6529388,3008987501,36047014700,Sunset Park,City Council District 38,Sunset Park,Brooklyn,New York City,,,597811,UNAVAILABLE OWNER,8,2006,1,352 21 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6274416,1012400052,36061017900,Upper West Side,City Council District 6,Upper West Side,Manhattan,New York City,,,18884700,L&M 93RD STREET LLC,147,2005,1,2495 Broadway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6250157,1007680077,36061008700,Chelsea/Clinton/Midtown,City Council District 3,Clinton/Chelsea,Manhattan,New York City,,1,2411550,274 W 19TH ST LLC,25,1920,1,274 West 19 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6656138,3087827502,36047060000,Sheepshead Bay/Gravesend,City Council District 48,Sheepshead Bay,Brooklyn,New York City,,,1223144,"BEDSHORE REALTY, LLC",15,2005,6,3567 Shore Parkway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
