BBL,LandUse,XCoord,YCoord,ITZ_GEOID,land_use2011,x_coord2011,y_coord2011,land_use2016,x_coord2016,y_coord2016,land_use2019,x_coord2019,y_coord2019
3086160052,,,,BK702.01,09,       ,       ,9,,,09,1010967,162177
3086160054,,,,BK702.01,09,       ,       ,9,,,09,1010923,162222
3086160058,,,,BK702.01,09,       ,       ,9,,,09,1010879,162267
3086160062,,,,BK702.01,09,       ,       ,9,,,09,1010817,162325
3086160120,,,,BK702.01,09,       ,       ,9,1010199,163014,09,1010199,163014
3086160121,,,,BK702.01,09,       ,       ,9,1010214,162992,09,1010214,162992
3086160122,,,,BK702.01,09,       ,       ,9,1010227,162970,09,1010227,162970
3086160123,,,,BK702.01,09,       ,       ,9,1010240,162946,09,1010240,162946
3086160147,,,,BK702.01,09,       ,       ,9,1010506,162614,09,1010506,162614
3086310028,,,,BK706,09,1009486,0164235,9,1009487,164232,09,1009487,164232
3086570001,,,,BK352,09,       ,       ,9,992150,148770,09,992150,148770
3086810001,,,,BK500,09,       ,       ,9,,,09,993054,148748
3086840086,,,,BK360.01,09,0993861,0148836,9,993862,148831,09,993862,148831
3086940001,,,,BK352,09,0989688,0148741,9,989688,148741,09,989688,148741
3086940014,,,,BK352,09,0989757,0148863,9,989757,148862,09,989757,148862
3086940018,,,,BK352,09,0989846,0148861,9,989847,148855,09,989847,148855
3086940030,,,,BK352,09,0989817,0148753,9,989817,148753,09,989817,148753
3086940033,,,,BK352,09,0989759,0148754,9,989758,148754,09,989758,148754
3086950061,,,,BK352,09,0989720,0148571,9,989707,148573,09,989707,148573
3086950064,,,,BK352,09,0989801,0148634,9,989799,148629,09,989799,148629
3086950085,,,,BK352,09,0989830,0148253,9,989735,148304,09,989735,148304
3086960035,,,,BK352,09,0990024,0148715,9,990024,148714,09,990024,148714
3086960037,,,,BK352,09,0989981,0148827,11,989981,148847,11,989981,148847
3086960047,,,,BK352,09,0990043,0148846,9,990041,148849,09,990041,148849
3086960050,,,,BK352,09,0990108,0148841,9,990108,148841,09,990108,148841
3086960053,,,,BK352,09,0990072,0148769,9,990072,148769,09,990072,148769
3086960075,,,,BK352,09,0990093,0148237,9,990092,148237,09,990092,148237
3086960140,,,,BK352,09,0989988,0148423,9,989979,148551,09,989979,148551
3086960145,,,,BK352,09,0990018,0148358,9,990032,148421,09,990032,148421
3086960166,,,,BK352,09,0989998,0148207,9,989992,148207,09,989992,148207
3086960211,,,,BK352,09,0990144,0148768,9,990143,148767,09,990143,148767
3086960212,,,,BK352,09,0990224,0148536,9,990223,148532,09,990223,148532
3086970004,,,,BK352,09,0990437,0148540,9,990437,148535,09,990437,148535
3086980001,,,,BK352,09,0991143,0148533,9,991086,148530,09,991086,148530
3087000250,,,,BK610.02,09,0992613,0147774,9,992307,147676,09,992307,147676
3087200085,,,,BK610.02,09,       ,       ,9,,,09,995784,149840
3087200090,,,,BK610.02,09,       ,       ,9,,,,,
3087250001,,,,BK610.02,09,0996296,0148671,9,996263,148667,09,996263,148667
3087600485,,,,BK616,09,1000040,0149351,9,1000058,149358,09,1000058,149358
3087640004,,,,BK608,09,0996188,0152185,9,996185,152255,09,996185,152255
3087700013,,,,BK606,09,0997591,0152530,9,997581,152539,09,997581,152539
3087710001,,,,BK608,09,       ,       ,9,997454,152182,09,997476,152180
3088130050,,,,BK608,09,       ,       ,9,,,09,1000528,151857
3088130170,,,,BK608,09,       ,       ,9,,,07,,
3088150014,,,,BK622,09,1000843,0151823,9,1000849,151824,09,1000849,151824
3088150050,,,,BK622,09,1001768,0151826,9,1001783,151819,09,1001783,151819
3088150065,,,,BK622,09,1001907,0151832,9,1001922,151842,09,1001922,151842
3088340024,,,,BK626,09,       ,       ,9,,,09,1003255,155867
3088340175,,,,BK626,09,       ,       ,9,1003260,155201,09,1003260,155201
3088370007,,,,BK628,09,       ,       ,9,1003392,154177,09,1003392,154177
3088370025,,,,BK628,09,1003605,0153734,9,1003551,153761,09,1003551,153761
3088390020,,,,BK628,09,1003416,0153182,9,1003417,153181,09,1003417,153181
3088400070,,,,BK628,09,1003594,0153531,9,1003583,153528,,,
3088400077,,,,BK628,09,1003700,0153538,9,1003705,153533,,,
3088400090,,,,BK628,09,1003662,0153223,9,1003662,153222,09,1003662,153222
3088451674,,,,BK628,09,1006013,0152721,9,1006003,152725,09,1006003,152725
3088451690,,,,BK628,09,1005906,0152751,9,1005904,152745,09,1005904,152745
3088561696,,,,BK628,09,1005392,0152783,9,1005387,152782,09,1005387,152782
3088762762,,,,BK628,09,1004506,0153451,9,1004503,153447,09,1004503,153447
3088762800,,,,BK628,09,1004472,0153561,9,1004464,153546,09,1004464,153546
3088830068,,,,BK628,09,1004059,0153963,9,1004059,153961,09,1004059,153961
3088830070,,,,BK628,09,       ,       ,9,,,09,1004039,153947
3088850450,,,,BK628,09,1003673,0154203,9,1003671,154201,09,1003671,154201
3088910618,,,,BK628,09,1003682,0154673,9,1003682,154672,09,1003682,154672
3088910620,,,,BK628,09,1003640,0154681,9,1003639,154681,09,1003639,154681
3088960051,,,,BK628,09,       ,       ,9,,,09,1003625,155162
3088960068,,,,BK628,09,1003632,0154935,9,1003624,154931,,1003624,154931
3089070836,,,,BK628,09,1005614,0153469,9,1005597,153455,09,1005597,153455
3089230933,,,,BK628,09,1005085,0154630,9,1005085,154630,09,1005085,154630
3089390836,,,,BK628,09,1004555,0155738,9,1004554,155737,09,1004554,155737
3089460024,,,,BK628,09,       ,       ,9,1003709,155810,09,1003709,155810
3089460550,,,,BK628,09,       ,       ,9,,,09,1003597,155712
2022640013,,,,BX25,09,       ,       ,9,,,09,1006335,233188
2022680001,,,,BX41,09,1007199,0234222,9,1007225,234205,09,1007225,234205
2022800031,,,,BX25,09,1005741,0233276,9,1005740,233276,11,1005740,233276
2022800032,,,,BX25,09,1005752,0233183,9,1005751,233183,09,1005755,233199
2022800051,,,,BX25,09,1005845,0233103,9,1005845,233102,11,1005845,233102
2022800052,,,,BX25,09,1005826,0233114,9,1005825,233113,11,1005825,233113
2022810055,,,,BX25,09,       ,       ,9,1005832,233408,09,1005832,233408
2022850042,,,,BX39,09,1006755,0234248,9,1006756,234246,11,1006756,234246
2022850051,,,,BX39,09,1006706,0234158,9,1006705,234158,09,1006705,234158
2022870026,,,,BX41,09,1006669,0234890,9,1006668,234890,09,1006668,234890
2022980062,,,,BX23,09,1005041,0233648,9,1005032,233657,09,1005032,233657
2023020012,,,,BX39,09,1005457,0234669,9,1005456,234669,09,1005456,234669
2023030014,,,,BX39,09,1005502,0234938,9,1005502,234940,09,1005502,234940
2023030055,,,,BX39,09,       ,       ,9,,,09,1005541,234804
2023240005,,,,BX51,09,       ,       ,9,,,09,1005745,236511
2023460018,,,,BX63,09,       ,       ,9,,,09,1004091,237136
2023530067,,,,BX63,09,       ,       ,9,,,09,1004350,238932
2023590003,,,,BX71,09,1008339,0237017,9,1008315,237015,09,1008315,237015
2023640025,,,,BX71,09,1008623,0238420,9,1008625,238418,09,1008625,238418
2023720020,,,,BX145,09,1010081,0242063,9,1010081,242062,01,1010081,242062
2023770013,,,,BX69,09,1007764,0238205,9,1007763,238204,09,1007763,238204
2023810047,,,,BX141,09,1008488,0239040,9,1008488,239039,09,1008488,239039
2023830008,,,,BX141,09,       ,       ,9,,,09,1008279,239668
2023830011,,,,BX141,09,1008316,0239657,9,1008316,239657,09,1008316,239657
2023830061,,,,BX141,09,       ,       ,9,,,09,1008785,239369
2023840038,,,,BX141,09,       ,       ,9,,,,,
2023840061,,,,BX141,09,       ,       ,9,,,09,1008921,239700
2024090098,,,,BX143,09,       ,       ,9,1007854,240061,09,1007854,240061
2024110012,,,,BX67,09,1006076,0237653,9,1006076,237653,09,1006076,237653
2024110101,,,,BX67,09,1006128,0237916,9,1006127,237915,09,1006127,237915
2024130075,,,,BX67,09,       ,       ,9,,,09,1006835,238202
2024200172,,,,BX173,09,       ,       ,9,,,09,1006854,239450
2024340042,,,,BX175,09,1008018,0241779,9,1008017,241778,09,1008017,241778
2024350044,,,,BX175,09,1008427,0242195,,,,,,
2024380010,,,,BX175,09,       ,       ,9,,,09,1007846,242146
2024470046,,,,BX183.02,09,1007183,0241454,9,1007182,241454,09,1007182,241454
2024670001,,,,BX63,09,1004890,0239286,9,1004867,239259,09,1004867,239259
2024910001,,,,BX63,09,1004214,0240579,9,1004233,240588,09,1004233,240588
2024930001,,,,BX63,09,1004589,0241548,9,1004610,241525,09,1004605,241522
2024930009,,,,BX63,09,1004861,0241983,9,1004865,241980,10,1004865,241980
2024940001,,,,BX63,09,1005019,0242296,9,1005036,242280,09,1005036,242280
2024950001,,,,BX63,09,       ,       ,9,,,09,1005335,242929
2024990001,,,,BX63,09,       ,       ,9,1003877,241028,10,1003813,240935
2024990100,,,,BX63,09,1003888,0241035,,,,,,
2024990108,,,,BX63,09,1003578,0241395,9,1003567,241387,10,1003567,241387
2025110001,,,,BX189,09,       ,       ,9,,,09,1003503,241755
2025130009,,,,BX193,09,1004405,0243373,9,1004405,243373,09,1004405,243373
2025130010,,,,BX193,09,1004512,0243460,9,1004509,243461,09,1004509,243461
2025130029,,,,BX193,09,1004501,0243349,9,1004501,243349,09,1004501,243349
2025130031,,,,BX193,09,1004476,0243303,9,1004475,243303,09,1004475,243303
2025130032,,,,BX193,09,1004464,0243281,9,1004463,243281,09,1004463,243281
2025130084,,,,BX193,09,1004412,0243387,9,1004412,243387,09,1004412,243387
2025170100,,,,BX211,09,       ,       ,9,,,09,1005459,244705
2025190027,,,,BX211,09,1005511,0245236,9,1005515,245233,11,1005515,245233
2025190032,,,,BX211,09,       ,       ,9,,,11,1005452,245262
2025200019,,,,BX211,09,1005577,0245508,9,1005558,245510,09,1005558,245510
2025220115,,,,BX211,09,1005363,0246037,9,1005362,246036,09,1005362,246036
2025220117,,,,BX211,09,1005338,0245994,9,1005338,245993,09,1005338,245993
2025230001,,,,BX189,09,       ,       ,9,,,09,1003202,241772
2025230160,,,,BX189,09,1003482,0242831,9,1003481,242831,11,1003481,242831
2025290001,,,,BX201,09,       ,       ,9,,,09,1004467,245167
2025290065,,,,BX201,09,       ,       ,9,,,09,1004605,244922
2025310035,,,,BX201,09,1004875,0245460,9,1004873,245462,09,1004873,245462
2025320001,,,,BX201,09,       ,       ,9,,,09,1004485,245513
2025330022,,,,BX201,09,1004478,0246067,9,1004468,246069,11,1004468,246069
2025330107,,,,BX201,09,       ,       ,9,,,09,1004617,246127
2025330111,,,,BX201,09,       ,       ,9,,,09,1004555,245999
2025360007,,,,BX201,09,1005168,0246554,9,1005169,246549,09,1005169,246549
2025370028,,,,BX201,09,1005222,0246873,9,1005237,246891,09,1005237,246891
2025370041,,,,BX201,09,1005067,0246681,9,1005065,246681,09,1005065,246681
2025390175,,,,BX63,09,       ,       ,9,,,11,1002966,240911
2025390176,,,,BX63,09,       ,       ,9,1003015,240927,09,1003015,240927
2025390177,,,,BX63,09,       ,       ,9,1003166,240934,09,1003166,240934
2025390179,,,,BX63,09,       ,       ,9,,,09,1003315,240979
2025390181,,,,BX63,09,       ,       ,9,,,09,1003282,241192
2025390191,,,,BX63,09,       ,       ,9,,,09,1002879,240940
2025390501,,,,BX63,09,       ,       ,9,,,09,1002994,241550
2025390503,,,,BX63,09,       ,       ,9,,,09,1002786,241995
2025390504,,,,BX63,09,1002838,0241102,9,1002831,241115,09,1002831,241115
2025410022,,,,BX201,09,       ,       ,9,,,07,1003976,246194
2025410123,,,,BX201,09,       ,       ,9,1003888,246280,09,1003878,246245
2025460033,,,,BX19,09,       ,       ,9,,,09,1007221,231758
2025460101,,,,BX19,09,       ,       ,9,,,09,1006873,232038
2025480100,,,,BX27.01,09,1007331,0232331,9,1007325,232335,09,1007325,232335
2025500031,,,,BX27.01,09,1007610,0232840,9,1007609,232840,09,1007609,232840
2025500032,,,,BX27.01,09,       ,       ,9,,,09,1007637,232824
2025500033,,,,BX27.01,09,       ,       ,9,,,09,1007668,232807
2025500035,,,,BX27.01,09,       ,       ,9,,,09,1007700,232789
2025500037,,,,BX27.01,09,       ,       ,9,,,09,1007734,232770
2025570001,,,,BX37,09,1008430,0235037,9,1008535,234942,09,1008535,234942
2025570049,,,,BX37,09,1009111,0234864,9,1009108,234865,09,1009108,234865
2025570062,,,,BX37,09,1009054,0234491,9,1009039,234499,09,1009039,234499
2026000170,,,,BX31,09,1010624,0234761,9,1010623,234761,09,1010623,234761
2026050020,,,,BX19,09,1012512,0231183,9,1012510,231151,08,1012510,231151
2026050037,,,,BX19,09,       ,       ,9,,,09,1012700,229932
2026080038,,,,BX185,09,       ,       ,9,1010141,241279,11,1010141,241279
2026080039,,,,BX185,09,       ,       ,9,,,11,1010198,241255
2026080040,,,,BX185,09,       ,       ,9,,,11,1010167,241328
2026080043,,,,BX185,09,1010192,0241388,9,1010190,241388,11,1010190,241388
2026080048,,,,BX185,09,1010285,0241307,9,1010284,241308,11,1010284,241308
2026080053,,,,BX185,09,       ,       ,9,,,11,1010252,241242
2026080054,,,,BX185,09,       ,       ,9,,,11,1010244,241226
2026080063,,,,BX185,09,1010329,0241129,9,1010359,241173,09,1010359,241173
2026160022,,,,BX73,09,1008644,0236453,9,1008645,236452,09,1008645,236452
2026160026,,,,BX73,09,1008707,0236480,9,1008707,236480,09,1008707,236480
2026160028,,,,BX73,09,1008741,0236488,9,1008740,236489,09,1008740,236489
2026160029,,,,BX73,09,1008770,0236483,9,1008769,236483,09,1008769,236483
2026160030,,,,BX73,09,1008800,0236477,9,1008799,236478,09,1008799,236478
2026160032,,,,BX73,09,1008755,0236424,9,1008754,236424,09,1008754,236424
2026180039,,,,BX75,09,1009342,0238271,9,1009341,238270,09,1009341,238270
2026210056,,,,BX185,09,1009960,0239754,9,1009957,239752,09,1009957,239752
2026250017,,,,BX75,09,1009407,0238079,9,1009406,238078,11,1009406,238078
2026250019,,,,BX75,09,       ,       ,9,,,11,1009456,238063
2026270035,,,,BX185,09,1009893,0239082,9,1009892,239081,09,1009892,239081
2026280100,,,,BX75,09,1010010,0237286,9,1010010,237286,09,1010010,237286
2026310011,,,,BX185,09,1010144,0239137,9,1010143,239136,09,1010143,239136
2026400050,,,,BX135,09,       ,       ,4,1011305,240253,04,1011305,240253
2026520001,,,,BX135,09,1011109,0241193,9,1011114,241211,09,1011114,241211
2026700001,,,,BX135,09,1011496,0239844,9,1011495,239843,09,1011495,239843
2026700014,,,,BX135,09,1011577,0240102,9,1011577,240102,09,1011577,240102
2026760047,,,,BX79,09,1011142,0237560,9,1011142,237559,09,1011142,237559
2026850030,,,,BX83,09,1011308,0236317,9,1011308,236316,11,1011308,236316
2026850034,,,,BX83,09,       ,       ,9,,,09,1011474,236274
2026850078,,,,BX83,09,1011317,0236293,9,1011317,236292,11,1011317,236292
2026920005,,,,BX131,09,1012584,0240531,9,1012583,240524,09,1012583,240524
2026920060,,,,BX131,09,1012804,0240610,9,1012804,240609,09,1012804,240609
2026960121,,,,BX87,09,       ,       ,9,1012411,237869,09,1012411,237869
2026970018,,,,BX87,09,1012641,0238311,9,1012641,238310,09,1012641,238310
2026980110,,,,BX131,09,1012563,0239550,9,1012565,239543,09,1012565,239543
2027020001,,,,BX87,09,1012523,0237647,9,1012536,237667,09,1012536,237667
2027100007,,,,BX87,09,1012727,0237487,9,1012742,237512,09,1012742,237512
2027120009,,,,BX87,09,1013430,0237902,9,1013430,237901,09,1013430,237901
2027180001,,,,BX125,09,1013434,0240514,9,1013426,240509,09,1013426,240509
2027200009,,,,BX85,09,1012242,0236104,9,1012242,236104,09,1012242,236104
2027200013,,,,BX85,09,       ,       ,9,,,09,1012303,236183
2027200017,,,,BX85,09,1012344,0236280,9,1012343,236279,09,1012343,236279
2027200019,,,,BX85,09,1012379,0236253,9,1012378,236252,09,1012378,236252
2027200020,,,,BX85,09,1012411,0236227,9,1012411,236226,09,1012411,236226
2027200021,,,,BX85,09,1012444,0236202,9,1012443,236201,09,1012443,236201
2027200022,,,,BX85,09,1012479,0236174,9,1012478,236174,09,1012478,236174
2027220109,,,,BX89,09,1013392,0237477,9,1013392,237477,09,1013392,237477
2027270036,,,,BX127.01,09,1014064,0240455,9,1014064,240454,09,1014064,240454
2027270038,,,,BX127.01,09,1014064,0240417,9,1014064,240417,09,1014064,240417
2027400031,,,,BX93,09,1015050,0237033,9,1015050,237032,09,1015050,237032
2027430035,,,,BX119,09,1014437,0239588,9,1014450,239579,09,1014450,239579
2027430045,,,,BX119,09,1014487,0239373,9,1014487,239371,09,1014487,239371
2027430050,,,,BX119,09,1014490,0239277,9,1014490,239277,09,1014490,239277
2027430052,,,,BX119,09,1014493,0239234,9,1014493,239234,09,1014493,239234
2027460025,,,,BX119,09,1014670,0238982,9,1014669,238982,11,1014669,238982
2027460027,,,,BX119,09,1014667,0239030,9,1014666,239029,11,1014666,239029
2027460053,,,,BX119,09,1014796,0238595,9,1014793,238594,09,1014793,238594
2027500016,,,,BX121.02,09,1014863,0239992,9,1014863,239991,09,1014863,239991
2027510050,,,,BX127.01,09,       ,       ,9,,,09,1015083,240454
2027510075,,,,BX127.01,09,       ,       ,9,,,09,1014418,239998
2027550001,,,,BX119,09,1015234,0239055,9,1015228,239055,09,1015228,239055
2027570034,,,,BX121.02,09,1015370,0240084,9,1015369,240083,09,1015369,240083
2027630001,,,,BX93,09,1014937,0236432,9,1014939,236437,08,1014909,236428
2027650246,,,,BX93,09,1015078,0235440,9,1015078,235439,09,1015078,235439
2027660061,,,,BX93,09,1015831,0235914,9,1015814,235909,09,1015814,235909
2027710099,,,,BX93,09,       ,       ,9,,,07,1014819,232862
2027710100,,,,BX93,09,       ,       ,9,,,11,1014485,232736
2027720170,,,,BX93,09,1016796,0234511,9,1016768,234499,09,1016768,234499
2027770901,,,,BX93,09,1015095,0232563,9,1015147,232580,09,1015147,232580
2027770903,,,,BX93,09,       ,       ,9,,,07,1014815,232753
2027900022,,,,BX229.02,09,       ,       ,9,1010463,246395,11,1010463,246395
2027900027,,,,BX229.02,09,1010450,0246310,9,1010450,246308,11,1010450,246308
2027980007,,,,BX229.01,09,1010163,0247223,9,1010162,247222,09,1010162,247222
2027990007,,,,BX229.01,09,1010460,0247208,9,1010486,247215,09,1010486,247215
2028070062,,,,BX241,09,1010450,0249928,9,1010431,249901,09,1010431,249901
2028070065,,,,BX241,09,1010415,0249876,9,,,,,
2028140100,,,,BX381,09,       ,       ,9,,,09,1011483,248710
2028160013,,,,BX179.02,09,1008345,0244063,9,1008345,244063,11,1008345,244063
2028160018,,,,BX179.02,09,1008391,0244167,9,1008391,244166,11,1008391,244166
2028160022,,,,BX179.02,09,1008434,0244262,9,1008433,244262,11,1008433,244262
2028160026,,,,BX179.02,09,1008478,0244360,9,1008477,244360,11,1008477,244360
2028160030,,,,BX179.02,09,1008519,0244453,9,1008519,244453,09,1008519,244453
2028160032,,,,BX179.02,09,1008564,0244532,9,1008563,244531,09,1008563,244531
2028160037,,,,BX179.02,09,1008657,0244488,9,1008656,244487,09,1008656,244487
2028160041,,,,BX179.02,09,1008613,0244412,9,1008612,244411,09,1008612,244411
2028220001,,,,BX227.01,09,       ,       ,9,,,09,1008695,247195
2028250008,,,,BX229.01,09,       ,       ,9,,,09,1009062,247261
2028250030,,,,BX229.01,09,       ,       ,9,,,09,1009241,247261
2028300044,,,,BX179.02,09,1008350,0244399,9,1008349,244399,11,1008349,244399
2028300048,,,,BX179.02,09,       ,       ,9,,,11,1008308,244307
2028300052,,,,BX179.02,09,1008249,0244213,9,1008251,244210,11,1008251,244210
2028300057,,,,BX179.02,09,1008191,0244100,9,1008193,244096,11,1008193,244096
2028300062,,,,BX179.02,09,1008131,0243983,9,1008133,243980,11,1008133,243980
2028300072,,,,BX179.02,09,1008069,0243859,9,1008071,243857,09,1008071,243857
2028350006,,,,BX209,09,1008071,0246038,9,1008070,246037,09,1008070,246037
2028470008,,,,BX227.02,09,1008111,0247107,9,1008043,247073,09,1008094,247085
2028480001,,,,BX227.01,09,1008183,0247348,9,1008189,247351,09,1008189,247351
2028530043,,,,BX233.01,09,1009344,0249154,9,1009340,249155,09,1009340,249155
2028530045,,,,BX233.01,09,1009332,0249103,9,1009333,249103,09,1009333,249103
2028530048,,,,BX233.01,09,1009352,0249021,9,1009352,249020,09,1009352,249020
2028530050,,,,BX233.01,09,1009314,0249031,9,1009314,249030,09,1009314,249030
2028530053,,,,BX233.01,09,1009246,0249052,9,1009246,249052,09,1009246,249052
2028560065,,,,BX219,09,       ,       ,9,,,09,1006904,245312
2028570095,,,,BX219,09,1007023,0245570,9,1007025,245569,09,1007025,245569
2028600001,,,,BX227.02,09,1007708,0247051,9,1007674,247068,09,1007674,247068
2028600020,,,,BX217,09,1007915,0247305,9,1007912,247301,09,1007912,247301
2028660038,,,,BX215.02,09,1007666,0248207,9,1007666,248207,09,1007666,248207
2028660043,,,,BX215.02,09,1007732,0248198,9,1007727,248196,09,1007727,248196
2028660060,,,,BX215.02,09,1007593,0248442,9,1007575,248458,09,1007575,248458
2028670142,,,,BX217,09,1008459,0248810,9,1008459,248809,09,1008459,248809
2028680003,,,,BX243,09,1007810,0249256,9,1007816,249262,11,1007816,249262
2028680005,,,,BX243,09,1008435,0249857,9,1008434,249857,09,1008923,250618
2028700001,,,,BX243,09,1009021,0249823,9,1009008,249812,09,1009008,249812
2028720254,,,,BX213.01,09,1006958,0247483,9,1006957,247482,09,1006957,247482
2028720358,,,,BX213.01,09,1007066,0247417,9,1007067,247415,09,1007067,247415
2028730087,,,,BX213.02,09,1006388,0247050,9,1006316,247022,09,1006379,247033
2028730126,,,,BX213.02,09,1006386,0246879,9,1006385,246879,09,1006385,246879
2028730130,,,,BX213.02,09,1006359,0246750,9,1006360,246751,09,1006360,246751
2028740027,,,,BX213.02,09,1005916,0246804,3,1005916,246802,04,1005916,246802
2028760227,,,,BX215.02,09,1006578,0247793,9,1006577,247795,09,1006577,247795
2028780300,,,,BX215.01,09,       ,       ,9,,,11,1006402,247984
2028780310,,,,BX215.01,09,       ,       ,9,,,09,1006697,248234
2028780320,,,,BX215.01,09,       ,       ,9,,,09,1006964,248504
2028780330,,,,BX215.01,09,       ,       ,9,,,09,1007271,248798
2028790032,,,,BX245.01,09,1008274,0250137,9,1008262,250148,09,1008262,250148
2028820216,,,,BX247,09,       ,       ,9,1005982,250237,09,1005796,250002
2028830035,,,,BX217,09,       ,       ,9,,,11,1006234,250632
2028870101,,,,BX177.02,09,1010010,0244539,9,,,09,1010003,244546
2028880023,,,,BX167,09,1010635,0246235,9,1010634,246235,09,1010634,246235
2028880025,,,,BX167,09,1010652,0246281,9,1010651,246281,09,1010651,246281
2028910016,,,,BX231,09,1010674,0247423,9,1010674,247422,09,1010674,247422
2028910018,,,,BX231,09,1010764,0247342,9,1010764,247341,09,1010764,247341
2028910025,,,,BX231,09,       ,       ,9,1010756,247207,09,1010756,247207
2029030013,,,,BX169,09,1010898,0244941,9,1010897,244940,09,1010897,244940
2029160031,,,,BX165,09,       ,       ,9,1012167,246969,09,1012167,246969
2029170048,,,,BX395,09,1012238,0247081,9,1012237,247081,09,1012237,247081
2029170049,,,,BX395,09,1012222,0247088,9,1012221,247088,09,1012221,247088
2029170050,,,,BX395,09,1012207,0247095,9,1012206,247094,09,1012206,247094
2029230030,,,,BX395,09,1012637,0247128,9,1012636,247127,09,1012636,247127
2029250072,,,,BX147.01,09,       ,       ,9,1011000,242829,09,1011000,242829
2029300058,,,,BX165,09,1012757,0246609,9,1012756,246609,09,1012756,246609
2029310064,,,,BX149,09,       ,       ,9,,,09,1011676,243098
2029330010,,,,BX149,09,1011652,0242546,9,1011651,242546,10,1011651,242546
2029330019,,,,BX149,09,1011741,0242671,9,1011741,242671,10,1011746,242682
2029330020,,,,BX149,09,1011752,0242692,9,1011751,242691,,,
2029420001,,,,BX163,09,1014079,0244887,9,1013860,244797,09,1013860,244797
2029420101,,,,BX163,09,       ,       ,9,,,09,1012853,243667
2029430001,,,,BX395,09,1013251,0247225,9,1013233,247249,09,1013233,247249
2029490006,,,,BX369.02,09,       ,       ,9,,,09,1014194,246406
2029490081,,,,BX369.02,09,1014197,0246108,9,1014196,246108,09,1014196,246108
2029490083,,,,BX369.02,09,1014157,0246139,9,1014157,246138,09,1014157,246138
2029510001,,,,BX369.01,09,       ,       ,9,,,09,1014454,246473
2029510015,,,,BX369.01,09,1014511,0246561,9,1014512,246562,09,1014512,246562
2029540006,,,,BX365.02,09,       ,       ,9,,,09,1014800,246343
2029620048,,,,BX151,09,1012685,0242477,9,1012685,242482,09,1012685,242482
2029620050,,,,BX151,09,1012647,0242490,9,1012646,242487,09,1012646,242487
2029620056,,,,BX151,09,1012528,0242450,9,1012528,242448,09,1012528,242448
2029620058,,,,BX151,09,1012492,0242441,9,1012491,242437,09,1012491,242437
2029830012,,,,BX161,09,       ,       ,9,,,09,1015277,244052
2029880002,,,,BX157,09,       ,       ,9,1014842,242465,09,1014842,242465
2029880005,,,,BX157,09,       ,       ,9,1014948,242699,09,1014948,242699
2029880015,,,,BX157,09,       ,       ,9,1014980,242769,09,1014980,242769
2029880016,,,,BX157,09,       ,       ,3,1015021,242861,04,1015021,242861
2029880017,,,,BX157,09,       ,       ,9,1015070,242969,09,1015070,242969
2029900040,,,,BX161,09,1015565,0243816,9,1015565,243816,09,1015565,243816
2029960004,,,,BX157,09,1015376,0243018,9,1015375,243017,09,1015375,243017
2029960005,,,,BX157,09,1015386,0243041,9,1015386,243040,09,1015386,243040
2029970039,,,,BX161,09,1015805,0243715,9,1015804,243714,09,1015804,243714
2029980156,,,,BX161,09,1016241,0244044,9,1016240,244043,09,1016240,244043
2029980170,,,,BX161,09,       ,       ,9,1016164,244123,09,1016164,244123
2030020013,,,,BX161,09,1015954,0243652,9,1015953,243652,09,1015953,243652
2030020033,,,,BX161,09,1016048,0243613,9,1016049,243615,09,1016049,243615
2030040008,,,,BX359,09,       ,       ,9,,,09,1016529,245093
2030120100,,,,BX123,09,1015812,0241511,9,1015801,241544,09,1015801,241544
2030190100,,,,BX157,09,1016714,0242878,9,1016794,243009,09,1016794,243009
2030230200,,,,BX399.02,09,       ,       ,9,1013519,253396,09,1013519,253396
2030310009,,,,BX383.02,09,       ,       ,9,,,09,1013359,251225
2030310010,,,,BX383.02,09,1013317,0251246,9,1013316,251246,09,1013316,251246
2030320011,,,,BX383.02,09,       ,       ,9,,,09,1013877,252392
2030380059,,,,BX385,09,       ,       ,9,,,09,1013760,251118
2030380070,,,,BX385,09,1013718,0251025,9,1013718,251024,09,1013718,251024
2030380072,,,,BX385,09,1013688,0251041,9,1013688,251040,09,1013688,251040
2030380073,,,,BX385,09,1013658,0251057,9,1013657,251057,09,1013657,251057
2030380075,,,,BX385,09,1013627,0251074,9,1013626,251074,09,1013626,251074
2030380076,,,,BX385,09,1013596,0251091,9,1013596,251090,09,1013596,251090
2030420001,,,,BX387,09,       ,       ,9,,,09,1014430,252017
2030440022,,,,BX395,09,1012918,0248776,9,1012917,248775,09,1012917,248775
2030490001,,,,BX395,09,1013495,0249991,9,1013500,249995,09,1013500,249995
2030580045,,,,BX387,09,1015122,0251868,9,1015121,251868,09,1015121,251868
2030630001,,,,BX375.04,09,1014129,0249399,9,1014140,249415,11,1014140,249415
2030630024,,,,BX375.04,09,1014364,0249339,9,1014364,249338,09,1014364,249338
2030630100,,,,BX375.04,09,       ,       ,9,,,09,1014247,249390
2030630102,,,,BX375.04,09,1014646,0249180,9,1014643,249191,09,1014643,249191
2030630200,,,,BX375.04,09,       ,       ,9,,,09,1014482,249286
2030720001,,,,BX391,09,1014933,0250146,9,1014938,250150,09,1014938,250150
2030770007,,,,BX389,09,       ,       ,9,,,09,1015591,251149
2030830029,,,,BX373,09,1015327,0249086,9,1015320,249080,09,1015320,249080
